CPU Name,No. Sockets,Cores,CPU Mark,Thread Mark,TDP (W),Power Performance,Category
AMD Sempron LE-1200,1,1,349,551,45,7.76,Desktop
AMD Sempron LE-1250,1,1,301,508,45,6.69,Desktop
AMD Sempron LE-1300,1,1,417,614,45,9.27,Desktop
AMD Sempron M120,1,1,247,559,25,9.88,Laptop
AMD Sempron SI-40,1,1,288,631,25,11.52,Laptop
AMD Sempron SI-42,1,1,245,637,25,9.8,Laptop
AMD Sempron X2 180,1,2,826,865,45,18.36,Desktop
AMD Sempron X2 190,1,2,879,977,45,19.53,Desktop
AMD Sempron X2 198 Dual-Core,1,2,930,1070,65,14.31,Desktop
AMD Turion 64 Mobile MK-36,1,1,334,735,31,10.77,Laptop
AMD Turion 64 Mobile MK-38,1,1,362,801,31,11.68,Laptop
AMD Turion 64 Mobile ML-28,1,1,254,314,25,10.16,Laptop
AMD Turion 64 Mobile ML-30,1,1,277,314,35,7.91,Laptop
AMD Turion 64 Mobile ML-32,1,1,285,321,35,8.14,Laptop
AMD Turion 64 Mobile ML-34,1,1,319,526,35,9.11,Laptop
AMD Turion 64 Mobile ML-37,1,1,334,510,35,9.54,Laptop
AMD Turion 64 Mobile ML-40,1,1,336,662,35,9.6,Laptop
AMD Turion 64 Mobile ML-42,1,1,400,455,35,11.43,Laptop
AMD Turion 64 Mobile ML-44,1,1,384,469,35,10.97,Laptop
AMD Turion 64 Mobile MT-30,1,1,246,294,25,9.84,Laptop
AMD Turion 64 Mobile MT-32,1,1,286,367,24,11.92,Laptop
AMD Turion 64 Mobile MT-34,1,1,279,328,24,11.62,Laptop
AMD Turion 64 Mobile MT-37,1,1,274,501,25,10.96,Laptop
AMD Turion 64 X2 Mobile TL-50,1,2,474,541,31,15.29,Laptop
AMD Turion 64 X2 Mobile TL-52,1,2,534,564,31,17.23,Laptop
AMD Turion 64 X2 Mobile TL-56,1,2,519,586,31,16.74,Laptop
AMD Turion 64 X2 Mobile TL-58,1,2,483,574,31,15.58,Laptop
AMD Turion 64 X2 Mobile TL-60,1,2,639,703,31,20.61,Laptop
AMD Turion 64 X2 Mobile TL-62,1,2,649,724,35,18.54,Laptop
AMD Turion 64 X2 Mobile TL-64,1,2,675,702,35,19.29,Laptop
AMD Turion 64 X2 Mobile TL-66,1,2,696,846,35,19.89,Laptop
AMD Turion 64 X2 Mobile TL-68,1,2,866,882,35,24.74,Laptop
AMD Turion Dual-Core RM-70,1,2,561,548,31,18.1,Laptop
AMD Turion Dual-Core RM-72,1,2,649,725,35,18.54,Laptop
AMD Turion Dual-Core RM-74,1,2,588,595,35,16.8,Laptop
AMD Turion Dual-Core RM-75,1,2,659,444,35,18.83,Laptop
AMD Turion II Dual-Core Mobile M500,1,2,756,847,35,21.6,Laptop
AMD Turion II Dual-Core Mobile M520,1,2,844,923,35,24.11,Laptop
AMD Turion II Dual-Core Mobile M540,1,2,912,967,35,26.06,Laptop
AMD Turion II N530 Dual-Core,1,2,855,968,35,24.43,Laptop
AMD Turion II N550 Dual-Core,1,2,877,891,35,25.06,Laptop
AMD Turion II Neo K625 Dual-Core,1,2,618,631,15,41.2,Laptop
AMD Turion II Neo K685 Dual-Core,1,2,684,729,15,45.6,Laptop
AMD Turion II Neo N40L Dual-Core,1,2,617,635,15,41.13,Laptop
AMD Turion II Neo N54L Dual-Core,1,2,853,894,25,34.12,Laptop
AMD Turion II P520 Dual-Core,1,2,801,875,25,32.04,Laptop
AMD Turion II P540 Dual-Core,1,2,1021,957,35,29.17,Laptop
AMD Turion II P560 Dual-Core,1,2,878,1001,25,35.12,Laptop
AMD Turion II Ultra Dual-Core Mobile M600,1,2,955,987,35,27.29,Laptop
AMD Turion II Ultra Dual-Core Mobile M620,1,2,814,945,35,23.26,Laptop
AMD Turion II Ultra Dual-Core Mobile M640,1,2,1034,1067,35,29.54,Laptop
AMD Turion II Ultra Dual-Core Mobile M660,1,2,1011,1103,35,28.89,Laptop
AMD Turion Neo X2 Dual Core L625,1,2,432,486,18,24,Laptop
AMD Turion X2 Dual Core L510,1,2,603,593,20,30.15,Laptop
AMD Turion X2 Dual Core Mobile RM-70,1,2,497,504,31,16.03,Laptop
AMD Turion X2 Dual Core Mobile RM-76,1,2,691,729,35,19.74,Laptop
AMD Turion X2 Dual-Core Mobile RM-70,1,2,612,672,31,19.74,Laptop
AMD Turion X2 Dual-Core Mobile RM-72,1,2,653,756,35,18.66,Laptop
AMD Turion X2 Dual-Core Mobile RM-74,1,2,655,738,35,18.71,Laptop
AMD Turion X2 Dual-Core Mobile RM-75,1,2,708,770,35,20.23,Laptop
AMD Turion X2 Dual-Core Mobile RM-76,1,2,799,761,35,22.83,Laptop
AMD Turion X2 Dual-Core Mobile RM-77,1,2,562,735,35,16.06,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,1,2,506,618,32,15.81,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,1,2,733,770,35,20.94,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,1,2,802,787,35,22.91,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,1,2,828,864,35,23.66,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,1,2,695,820,35,19.86,Laptop
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,1,2,741,730,35,21.17,Laptop
AMD TurionX2 Dual Core Mobile RM-70,1,2,536,674,31,17.29,Laptop
AMD TurionX2 Dual Core Mobile RM-72,1,2,471,392,35,13.46,Laptop
AMD TurionX2 Ultra DualCore Mobile ZM-85,1,2,841,686,35,24.03,Laptop
AMD TurionX2 Ultra DualCore Mobile ZM-87,1,2,599,770,35,17.11,Mobile/Embedded
AMD V105,1,1,184,452,9,20.44,Laptop
AMD V120,1,1,352,806,25,14.08,Laptop
AMD V140,1,1,422,860,25,16.88,Laptop
AMD V160,1,1,337,838,25,13.48,Laptop
AMD Z-60 APU,1,2,262,318,4.5,58.22,Laptop
Apple M1 8 Core 3200 MHz,1,8,14168,3693,15.1,938.28,"Desktop, Laptop, Mobile/Embedded"
Apple M1 Ultra 20 Core,1,20,41167,3869,60,686.12,Desktop
Apple M3 8 Core,1,8,19359,4792,20,967.95,"Desktop, Laptop, Mobile/Embedded"
Apple M3 Max 14 Core,1,14,36453,4766,78,467.35,Laptop
Apple M3 Max 16 Core,1,16,40779,4781,78,522.81,Laptop
Apple M3 Pro 11 Core,1,11,24782,4756,27,917.85,Laptop
Apple M3 Pro 12 Core,1,12,26617,4601,27,985.81,Laptop
Athlon 64 Dual Core 3800+,1,2,736,653,35,21.03,Desktop
Athlon 64 Dual Core 5000+,1,2,850,924,89,9.55,Desktop
Athlon 64 Dual Core 5600+,1,2,875,993,65,13.46,Desktop
Athlon Dual Core 4050e,1,2,670,744,45,14.89,Desktop
Athlon Dual Core 4450e,1,2,681,792,45,15.13,Desktop
Athlon Dual Core 4850e,1,2,769,861,45,17.09,Desktop
Celeron Dual-Core T3000 @ 1.80GHz,1,2,687,748,35,19.63,Laptop
Celeron Dual-Core T3100 @ 1.90GHz,1,2,599,637,35,17.11,Laptop
Celeron Dual-Core T3300 @ 2.00GHz,1,2,633,711,35,18.09,Laptop
Celeron Dual-Core T3500 @ 2.10GHz,1,2,756,862,35,21.6,Laptop
Dual-Core AMD Opteron 1220 SE,1,2,748,900,103,7.26,Server
Hygon C86 3185 8-core,1,8,9243,1881,95,97.29,Desktop
Intel 300,1,2,7160,3235,46,155.65,Desktop
Intel Atom 230 @ 1.60GHz,1,1,169,185,4,42.25,Desktop
Intel Atom 330 @ 1.60GHz,1,2,363,255,8,45.38,Desktop
Intel Atom C1110,1,4,3170,1233,13,243.85,Mobile/Embedded
Intel Atom C2338 @ 1.74GHz,1,2,584,233,7,83.43,Laptop
Intel Atom C2350 @ 1.74GHz,1,2,520,493,6,86.67,Server
Intel Atom C2358 @ 1.74GHz,1,2,578,391,7,82.57,Laptop
Intel Atom C2538 @ 2.40GHz,1,4,960,491,15,64,Laptop
Intel Atom C2550 @ 2.40GHz,1,4,1422,554,14,101.57,Server
Intel Atom C2558 @ 2.40GHz,1,4,1424,512,15,94.93,"Laptop, Mobile/Embedded"
Intel Atom C2750 @ 2.40GHz,1,8,2789,694,20,139.45,Server
Intel Atom C2750 @ 2.41GHz,1,8,2174,291,20,108.7,Server
Intel Atom C2758 @ 2.40GHz,1,8,2397,576,20,119.85,"Laptop, Mobile/Embedded"
Intel Atom C3338 @ 1.50GHz,1,2,1028,806,8.5,120.94,"Server, Mobile/Embedded"
Intel Atom C3508 @ 1.60GHz,1,4,1796,636,11.5,156.17,Server
Intel Atom C3538 @ 2.10GHz,1,4,1889,744,15,125.93,Server
Intel Atom C3558 @ 2.20GHz,1,4,2426,855,16,151.62,Server
Intel Atom C3758 @ 2.20GHz,1,8,4614,867,25,184.56,Server
Intel Atom C3758R @ 2.40GHz,1,8,5116,956,26,196.77,Server
Intel Atom C3858 @ 2.00GHz,1,12,4707,652,25,188.28,Server
Intel Atom C3958 @ 2.00GHz,1,16,3929,737,31,126.74,Server
Intel Atom C5125,1,8,8631,1486,50,172.62,Server
Intel Atom D2500 @ 1.86GHz,1,2,246,326,10,24.6,Desktop
Intel Atom D2550 @ 1.86GHz,1,2,409,322,10,40.9,Desktop
Intel Atom D2560 @ 2.00GHz,1,2,433,353,10,43.3,Desktop
Intel Atom D2700 @ 2.13GHz,1,2,467,378,10,46.7,Desktop
Intel Atom D2701 @ 2.13GHz,1,2,511,384,10,51.1,Laptop
Intel Atom D410 @ 1.66GHz,1,1,180,241,10,18,Desktop
Intel Atom D425 @ 1.80GHz,1,1,204,271,10,20.4,Desktop
Intel Atom D510 @ 1.66GHz,1,2,406,293,13,31.23,Desktop
Intel Atom D525 @ 1.80GHz,1,2,402,306,13,30.92,Desktop
Intel Atom E3805 @ 1.33GHz,1,2,406,376,3,135.33,Mobile/Embedded
Intel Atom E3815 @ 1.46GHz,1,1,184,266,5,36.8,Desktop
Intel Atom E3825 @ 1.33GHz,1,2,378,309,6,63,Desktop
Intel Atom E3826 @ 1.46GHz,1,2,304,395,7,43.43,Laptop
Intel Atom E3827 @ 1.74GHz,1,2,463,468,8,57.88,Laptop
Intel Atom E3845 @ 1.91GHz,1,4,1052,536,10,105.2,Desktop
Intel Atom N2600 @ 1.60GHz,1,2,360,289,3.5,102.86,Laptop
Intel Atom N270 @ 1.60GHz,1,1,136,174,2.5,54.4,Laptop
Intel Atom N280 @ 1.66GHz,1,1,157,234,2.5,62.8,Laptop
Intel Atom N2800 @ 1.86GHz,1,2,444,319,6.5,68.31,Laptop
Intel Atom N450 @ 1.66GHz,1,1,203,277,5.5,36.91,Laptop
Intel Atom N455 @ 1.66GHz,1,1,193,266,6.5,29.69,Laptop
Intel Atom N470 @ 1.83GHz,1,1,224,308,6.5,34.46,Laptop
Intel Atom N475 @ 1.83GHz,1,1,179,281,6.5,27.54,Laptop
Intel Atom N550 @ 1.50GHz,1,2,283,239,8.5,33.29,Laptop
Intel Atom N570 @ 1.66GHz,1,2,341,273,8.5,40.12,Laptop
Intel Atom P5322,1,8,7378,1198,55,134.15,Server
Intel Atom P5342,1,16,12291,1187,71,173.11,Server
Intel Atom P5362,1,24,17276,1193,83,208.14,Server
Intel Atom S1260 @ 2.00GHz,1,2,526,313,8.5,61.88,Server
Intel Atom x5-E3930 @ 1.30GHz,1,2,928,642,6.5,142.77,Laptop
Intel Atom x5-E3940 @ 1.60GHz,1,4,1941,672,9.5,204.32,Laptop
Intel Atom x5-E8000 @ 1.04GHz,1,4,962,509,5,192.4,Laptop
Intel Atom x5-Z8300 @ 1.44GHz,1,4,814,455,4,203.5,"Laptop, Mobile/Embedded"
Intel Atom x5-Z8330 @ 1.44GHz,1,4,809,458,4,202.25,Laptop
Intel Atom x5-Z8350 @ 1.44GHz,1,4,891,471,4,222.75,Laptop
Intel Atom x5-Z8500 @ 1.44GHz,1,4,1236,631,4,309,Laptop
Intel Atom x5-Z8550 @ 1.44GHz,1,4,1156,667,4,289,"Laptop, Mobile/Embedded"
Intel Atom x6211E @ 1.20GHz,1,2,1695,1304,6,282.5,Mobile/Embedded
Intel Atom x6211E @ 1.30GHz,1,2,1833,1208,6,305.5,Mobile/Embedded
Intel Atom x6214RE @ 1.40GHz,1,2,1109,754,6,184.83,Mobile/Embedded
Intel Atom x6413E @ 1.50GHz,1,4,3903,1509,9,433.67,Mobile/Embedded
Intel Atom x6414RE @ 1.50GHz,1,4,1544,608,9,171.56,Mobile/Embedded
Intel Atom x6425E @ 2.00GHz,1,4,3905,1516,12,325.42,Mobile/Embedded
Intel Atom x6425RE @ 1.90GHz,1,4,2990,1020,12,249.17,Mobile/Embedded
Intel Atom x6427FE @ 1.90GHz,1,4,3196,1016,12,266.33,Mobile/Embedded
Intel Atom x7-E3950 @ 1.60GHz,1,4,2096,742,12,174.67,Laptop
Intel Atom x7-Z8700 @ 1.60GHz,1,4,1328,650,4,332,Laptop
Intel Atom x7-Z8750 @ 1.60GHz,1,4,1289,679,4,322.25,Laptop
Intel Atom x7425E,1,4,5570,2040,12,464.17,Mobile/Embedded
Intel Atom x7835RE,1,8,8400,1974,12,700,Mobile/Embedded
Intel Atom Z3735D @ 1.33GHz,1,4,704,544,4.4,160,Laptop
Intel Atom Z3735E @ 1.33GHz,1,4,557,478,4.4,126.59,Laptop
Intel Atom Z3735F @ 1.33GHz,1,4,541,387,4.4,122.95,Laptop
Intel Atom Z3735G @ 1.33GHz,1,4,772,476,4.4,175.45,Laptop
Intel Atom Z3736F @ 1.33GHz,1,4,496,423,4.4,112.73,Laptop
Intel Atom Z3740 @ 1.33GHz,1,4,634,419,4,158.5,Laptop
Intel Atom Z3740D @ 1.33GHz,1,4,614,459,4.4,139.55,Laptop
Intel Atom Z3745 @ 1.33GHz,1,4,621,435,4,155.25,Laptop
Intel Atom Z3745D @ 1.33GHz,1,4,599,415,4.4,136.14,Laptop
Intel Atom Z3770 @ 1.46GHz,1,4,736,539,4,184,Laptop
Intel Atom Z3770D @ 1.49GHz,1,4,488,361,4.4,110.91,Laptop
Intel Atom Z3775 @ 1.46GHz,1,4,704,505,4,176,Laptop
Intel Atom Z3775D @ 1.49GHz,1,4,794,646,4.4,180.45,Laptop
Intel Atom Z3795 @ 1.60GHz,1,4,1188,640,4,297,Laptop
Intel Atom Z520 @ 1.33GHz,1,1,122,151,2,61,Laptop
Intel Atom Z530 @ 1.60GHz,1,1,183,161,2,91.5,Laptop
Intel Atom Z670 @ 1.50GHz,1,1,158,95,3,52.67,Laptop
Intel Celeron 1.80GHz,1,1,96,307,66.1,1.45,Desktop
Intel Celeron 1000M @ 1.80GHz,1,2,1070,974,35,30.57,Laptop
Intel Celeron 1005M @ 1.90GHz,1,2,1106,1015,35,31.6,Laptop
Intel Celeron 1007U @ 1.50GHz,1,2,837,772,17,49.24,Laptop
Intel Celeron 1017U @ 1.60GHz,1,2,893,810,17,52.53,Laptop
Intel Celeron 1019Y @ 1.00GHz,1,2,576,521,10,57.6,Desktop
Intel Celeron 1020E @ 2.20GHz,1,2,1406,1224,35,40.17,Laptop
Intel Celeron 1020M @ 2.10GHz,1,2,1275,1176,35,36.43,Laptop
Intel Celeron 1037U @ 1.80GHz,1,2,998,936,17,58.71,Laptop
Intel Celeron 1047UE @ 1.40GHz,1,2,748,526,17,44,Desktop
Intel Celeron 2.00GHz,1,1,125,338,52.8,2.37,Desktop
Intel Celeron 2.80GHz,1,1,190,425,68.4,2.78,Desktop
Intel Celeron 2000E @ 2.20GHz,1,2,1607,1282,37,43.43,Laptop
Intel Celeron 2002E @ 1.50GHz,1,2,1091,871,25,43.64,Laptop
Intel Celeron 215 @ 1.33GHz,1,1,174,440,27,6.44,Laptop
Intel Celeron 220 @ 1.20GHz,1,1,209,255,19,11,Desktop
Intel Celeron 2950M @ 2.00GHz,1,2,1234,1143,37,33.35,Laptop
Intel Celeron 2955U @ 1.40GHz,1,2,877,781,15,58.47,Laptop
Intel Celeron 2957U @ 1.40GHz,1,2,858,781,15,57.2,Laptop
Intel Celeron 2961Y @ 1.10GHz,1,2,684,634,11.5,59.48,Laptop
Intel Celeron 2970M @ 2.20GHz,1,2,1501,1245,37,40.57,Laptop
Intel Celeron 2980U @ 1.60GHz,1,2,1056,929,15,70.4,Laptop
Intel Celeron 2981U @ 1.60GHz,1,2,1027,892,15,68.47,Laptop
Intel Celeron 3205U @ 1.50GHz,1,2,947,907,15,63.13,Laptop
Intel Celeron 3215U @ 1.70GHz,1,2,1083,1015,15,72.2,Laptop
Intel Celeron 3755U @ 1.70GHz,1,2,1182,1022,15,78.8,Laptop
Intel Celeron 3765U @ 1.90GHz,1,2,1252,1171,15,83.47,Laptop
Intel Celeron 3855U @ 1.60GHz,1,2,1275,950,15,85,Laptop
Intel Celeron 3865U @ 1.80GHz,1,2,1321,1034,15,88.07,Laptop
Intel Celeron 3867U @ 1.80GHz,1,2,1467,1092,15,97.8,Laptop
Intel Celeron 3955U @ 2.00GHz,1,2,1507,1204,15,100.47,Laptop
Intel Celeron 3965U @ 2.20GHz,1,2,1732,1339,15,115.47,Laptop
Intel Celeron 3965Y @ 1.50GHz,1,2,1194,901,6,199,Laptop
Intel Celeron 420 @ 1.60GHz,1,1,235,471,35,6.71,Desktop
Intel Celeron 4205U @ 1.80GHz,1,2,1366,1039,15,91.07,Laptop
Intel Celeron 430 @ 1.80GHz,1,1,280,615,35,8,Desktop
Intel Celeron 4305U @ 2.20GHz,1,2,1807,1365,15,120.47,Mobile/Embedded
Intel Celeron 4305UE @ 2.00GHz,1,2,1699,1163,15,113.27,"Laptop, Mobile/Embedded"
Intel Celeron 440 @ 2.00GHz,1,1,368,444,35,10.51,Desktop
Intel Celeron 450 @ 2.20GHz,1,1,415,713,35,11.86,Desktop
Intel Celeron 5205U @ 1.90GHz,1,2,1427,1102,15,95.13,Laptop
Intel Celeron 530 @ 1.73GHz,1,1,268,468,27,9.93,Laptop
Intel Celeron 540 @ 1.86GHz,1,1,305,550,30,10.17,Laptop
Intel Celeron 550 @ 2.00GHz,1,1,334,662,31,10.77,Laptop
Intel Celeron 560 @ 2.13GHz,1,1,339,632,31,10.94,Laptop
Intel Celeron 570 @ 2.26GHz,1,1,344,431,31,11.1,Laptop
Intel Celeron 6305E @ 1.80GHz,1,2,2008,1176,15,133.87,Mobile/Embedded
Intel Celeron 6600HE @ 2.60GHz,1,2,3286,1764,35,93.89,Mobile/Embedded
Intel Celeron 723 @ 1.20GHz,1,1,213,460,10,21.3,Laptop
Intel Celeron 7305,1,5,2470,814,15,164.67,Laptop
Intel Celeron 7305E,1,5,2404,805,15,160.27,Mobile/Embedded
Intel Celeron 743 @ 1.30GHz,1,1,275,496,10,27.5,Laptop
Intel Celeron 807 @ 1.50GHz,1,1,392,608,17,23.06,Laptop
Intel Celeron 807UE @ 1.00GHz,1,1,241,421,10,24.1,Laptop
Intel Celeron 827E @ 1.40GHz,1,1,371,674,17,21.82,Laptop
Intel Celeron 847 @ 1.10GHz,1,2,484,476,17,28.47,Laptop
Intel Celeron 847E @ 1.10GHz,1,2,584,520,17,34.35,Laptop
Intel Celeron 857 @ 1.20GHz,1,2,569,476,17,33.47,Laptop
Intel Celeron 867 @ 1.30GHz,1,2,562,584,17,33.06,Laptop
Intel Celeron 877 @ 1.40GHz,1,2,692,645,17,40.71,Laptop
Intel Celeron 887 @ 1.50GHz,1,2,754,703,17,44.35,Laptop
Intel Celeron 900 @ 2.20GHz,1,1,403,824,34.8,11.58,Laptop
Intel Celeron 925 @ 2.30GHz,1,1,477,910,35,13.63,Laptop
Intel Celeron B710 @ 1.60GHz,1,1,106,101,35,3.03,Laptop
Intel Celeron B800 @ 1.50GHz,1,2,652,637,35,18.63,Laptop
Intel Celeron B810 @ 1.60GHz,1,2,775,754,35,22.14,Laptop
Intel Celeron B815 @ 1.60GHz,1,2,731,705,35,20.89,Laptop
Intel Celeron B820 @ 1.70GHz,1,2,811,757,35,23.17,Laptop
Intel Celeron B830 @ 1.80GHz,1,2,863,828,35,24.66,Laptop
Intel Celeron B840 @ 1.90GHz,1,2,967,882,35,27.63,Laptop
Intel Celeron D 347 @ 3.06GHz,1,1,232,565,86,2.7,Desktop
Intel Celeron D 352 @ 3.20GHz,1,1,274,576,86,3.19,Desktop
Intel Celeron D 356 @ 3.33GHz,1,1,251,619,86,2.92,Desktop
Intel Celeron D 360 @ 3.46GHz,1,1,372,712,65,5.72,Desktop
Intel Celeron D 420 @ 1.60GHz,1,1,313,388,35,8.94,Desktop
Intel Celeron E1200 @ 1.60GHz,1,2,516,580,65,7.94,Desktop
Intel Celeron E1400 @ 2.00GHz,1,2,735,758,65,11.31,Desktop
Intel Celeron E1500 @ 2.20GHz,1,2,626,764,65,9.63,Desktop
Intel Celeron E1600 @ 2.40GHz,1,2,840,916,65,12.92,Desktop
Intel Celeron E3200 @ 2.40GHz,1,2,839,970,65,12.91,Desktop
Intel Celeron E3300 @ 2.50GHz,1,2,795,967,65,12.23,Desktop
Intel Celeron E3400 @ 2.60GHz,1,2,869,1001,65,13.37,Desktop
Intel Celeron E3500 @ 2.70GHz,1,2,935,1154,65,14.38,Desktop
Intel Celeron G1101 @ 2.27GHz,1,2,1086,929,73,14.88,Desktop
Intel Celeron G1610 @ 2.60GHz,1,2,1518,1376,55,27.6,Desktop
Intel Celeron G1610T @ 2.30GHz,1,2,1327,1207,35,37.91,Desktop
Intel Celeron G1620 @ 2.70GHz,1,2,1560,1451,55,28.36,Desktop
Intel Celeron G1620T @ 2.40GHz,1,2,1541,1332,35,44.03,Desktop
Intel Celeron G1630 @ 2.80GHz,1,2,1707,1553,55,31.04,Desktop
Intel Celeron G1820 @ 2.70GHz,1,2,1715,1539,53,32.36,Desktop
Intel Celeron G1820T @ 2.40GHz,1,2,1631,1394,35,46.6,Desktop
Intel Celeron G1820TE @ 2.20GHz,1,2,1020,978,35,29.14,Desktop
Intel Celeron G1830 @ 2.80GHz,1,2,1560,1513,53,29.43,Desktop
Intel Celeron G1840 @ 2.80GHz,1,2,1778,1582,53,33.55,Desktop
Intel Celeron G1840T @ 2.50GHz,1,2,1576,1431,35,45.03,Desktop
Intel Celeron G1850 @ 2.90GHz,1,2,1900,1567,54,35.19,Desktop
Intel Celeron G3900 @ 2.80GHz,1,2,2165,1706,51,42.45,Desktop
Intel Celeron G3900E @ 2.40GHz,1,2,2034,1499,35,58.11,Laptop
Intel Celeron G3900T @ 2.60GHz,1,2,2020,1560,35,57.71,Desktop
Intel Celeron G3900TE @ 2.30GHz,1,2,1850,1402,35,52.86,Laptop
Intel Celeron G3920 @ 2.90GHz,1,2,2358,1781,51,46.24,Desktop
Intel Celeron G3930 @ 2.90GHz,1,2,2249,1780,51,44.1,Desktop
Intel Celeron G3930T @ 2.70GHz,1,2,2040,1657,35,58.29,Desktop
Intel Celeron G3930TE @ 2.70GHz,1,2,2218,1706,35,63.37,Desktop
Intel Celeron G3950 @ 3.00GHz,1,2,2322,1851,51,45.53,Desktop
Intel Celeron G440 @ 1.60GHz,1,1,425,743,35,12.14,Desktop
Intel Celeron G460 @ 1.80GHz,1,1,469,699,35,13.4,Desktop
Intel Celeron G465 @ 1.90GHz,1,1,547,819,35,15.63,Desktop
Intel Celeron G470 @ 2.00GHz,1,1,570,837,35,16.29,Desktop
Intel Celeron G4900 @ 3.10GHz,1,2,2394,1836,54,44.33,Desktop
Intel Celeron G4900T @ 2.90GHz,1,2,2239,1737,35,63.97,Desktop
Intel Celeron G4920 @ 3.20GHz,1,2,2500,1960,54,46.3,Desktop
Intel Celeron G4930 @ 3.20GHz,1,2,2591,1987,54,47.98,Desktop
Intel Celeron G4930T @ 3.00GHz,1,2,2297,1769,35,65.63,Desktop
Intel Celeron G4950 @ 3.30GHz,1,2,2714,2041,54,50.26,Desktop
Intel Celeron G530 @ 2.40GHz,1,2,1123,1099,65,17.28,Desktop
Intel Celeron G530T @ 2.00GHz,1,2,1056,962,35,30.17,Desktop
Intel Celeron G540 @ 2.50GHz,1,2,1172,1144,65,18.03,Desktop
Intel Celeron G540T @ 2.10GHz,1,2,1137,995,35,32.49,Desktop
Intel Celeron G550 @ 2.60GHz,1,2,1259,1210,65,19.37,Desktop
Intel Celeron G550T @ 2.20GHz,1,2,1074,1018,35,30.69,Desktop
Intel Celeron G555 @ 2.70GHz,1,2,1388,1289,65,21.35,Desktop
Intel Celeron G5900 @ 3.40GHz,1,2,2643,2107,58,45.57,Desktop
Intel Celeron G5900T @ 3.20GHz,1,2,2155,1640,35,61.57,Desktop
Intel Celeron G5905 @ 3.50GHz,1,2,2785,2164,58,48.02,Desktop
Intel Celeron G5905T @ 3.30GHz,1,2,2206,1809,35,63.03,Desktop
Intel Celeron G5920 @ 3.50GHz,1,2,2577,2123,58,44.43,Desktop
Intel Celeron G5925 @ 3.60GHz,1,2,2849,2229,58,49.12,Desktop
Intel Celeron G6900,1,2,4550,2728,46,98.91,Desktop
Intel Celeron G6900T,1,2,4003,2343,35,114.37,Desktop
Intel Celeron G6900TE,1,2,2373,1393,35,67.8,Mobile/Embedded
Intel Celeron J1750 @ 2.41GHz,1,2,595,659,10,59.5,Desktop
Intel Celeron J1800 @ 2.41GHz,1,2,572,658,10,57.2,Desktop
Intel Celeron J1850 @ 1.99GHz,1,4,942,455,10,94.2,Desktop
Intel Celeron J1900 @ 1.99GHz,1,4,1154,653,10,115.4,Desktop
Intel Celeron J3060 @ 1.60GHz,1,2,679,636,6,113.17,Desktop
Intel Celeron J3160 @ 1.60GHz,1,4,1266,603,6,211,Desktop
Intel Celeron J3355 @ 2.00GHz,1,2,1197,826,10,119.7,"Desktop, Laptop"
Intel Celeron J3455 @ 1.50GHz,1,4,2254,812,10,225.4,Desktop
Intel Celeron J3455E @ 1.50GHz,1,4,2193,846,10,219.3,Desktop
Intel Celeron J4005 @ 2.00GHz,1,2,1550,1082,10,155,Desktop
Intel Celeron J4025 @ 2.00GHz,1,2,1467,1139,10,146.7,Desktop
Intel Celeron J4105 @ 1.50GHz,1,4,2908,1093,10,290.8,Desktop
Intel Celeron J4125 @ 2.00GHz,1,4,2957,1161,10,295.7,Desktop
Intel Celeron J6412 @ 2.00GHz,1,4,3870,1382,10,387,Mobile/Embedded
Intel Celeron J6413 @ 1.80GHz,1,4,4349,1515,10,434.9,Mobile/Embedded
Intel Celeron M 1.50GHz,1,1,192,374,21,9.14,Laptop
Intel Celeron M 360 1.40GHz,1,1,221,305,21,10.52,Laptop
Intel Celeron M 410 @ 1.46GHz,1,1,123,301,27,4.56,Laptop
Intel Celeron M 420 @ 1.60GHz,1,1,139,391,27,5.15,Laptop
Intel Celeron M 430 @ 1.73GHz,1,1,169,466,27,6.26,Laptop
Intel Celeron M 440 @ 1.86GHz,1,1,169,485,27,6.26,Laptop
Intel Celeron M 443 @ 1.20GHz,1,1,125,288,5.5,22.73,Laptop
Intel Celeron M 450 @ 2.00GHz,1,1,230,598,27,8.52,Laptop
Intel Celeron M 520 @ 1.60GHz,1,1,239,505,30,7.97,Laptop
Intel Celeron M 530 @ 1.73GHz,1,1,302,578,30,10.07,Laptop
Intel Celeron M 723 @ 1.20GHz,1,1,267,507,10,26.7,Laptop
Intel Celeron N2805 @ 1.46GHz,1,2,335,394,4.3,77.91,Laptop
Intel Celeron N2806 @ 1.60GHz,1,2,489,537,4.5,108.67,Laptop
Intel Celeron N2807 @ 1.58GHz,1,2,486,565,4.3,113.02,Laptop
Intel Celeron N2808 @ 1.58GHz,1,2,510,586,4.5,113.33,Laptop
Intel Celeron N2810 @ 2.00GHz,1,2,420,512,7.5,56,Laptop
Intel Celeron N2815 @ 1.86GHz,1,2,495,560,7.5,66,Laptop
Intel Celeron N2820 @ 2.13GHz,1,2,502,602,7.5,66.93,Laptop
